,title,channel_title,desc,date,tags,liked,disliked,views,comment
44,Vlad and Niki pretend play with Mommy | Funny stories for kids,Vlad and Niki,"Vlad and Niki pretend play with Mommy | Funny stories for kids
Please Subscribe!

Vlad and Niki Merch https://vladandniki.com/
Download Vlad and Niki app:
https://play.google.com/store/apps/details?id=me.apptivise.vladnikita
https://apps.apple.com/ru/app/vlad-niki/id1497525407

VLAD Instagram - https://www.instagram.com/Vlad.super.Vlad/
NIKITA Instagram - https://www.instagram.com/nikitoys_official/",2020-10-21T06:30:00Z,,1046813,538548,237933016,
45,Trolls 2 Barb Turns Poppy and Branch into Rock Zombies,The Daya Daily,"Trolls 2 World Tour Barb turns Princess Poppy and Branch into rock zombies! Today we dressed up as Poppy, Branch and Barb from Trolls 2 World Tour movie. It was so fun to dress up in Trolls 2 costumes and makeup! We did Poppy and Branch makeup and costumes as rock zombies. Barb takes the magical guitar and turns Poppy and Branch into rock zombies. Will Poppy and Branch be able to stop Barb and save all the Trolls? 

Give this video a THUMBS UP if you liked our Trolls 2 World Tour skit! And if you want to see how we did the makeup and costumes for Poppy and Branch as rock zombies!

XOXO The Daya Daily Fam

****Please join my Daily Family! SUBSCRIBE **** 
https://www.youtube.com/channel/UC0Mr5QcX7nG0oSfBrcf-IYw/videos
 
****Subscribe to my gaming channel!****
https://www.youtube.com/channel/UCVx679-_nq-5pm2eDTPMafg

 Subscribe to my little brother’s channel!
 ****** Subscribe to Kasens Kid TV *******
https://www.youtube.com/channel/UC9Hcl-4Yd6XdVgmyVhnxYoA

******Connect With The Daya Daily****** 
Email: thedayadaily@gmail.com 
Instagram & PopJam: @dayadaily 
Twitter: @thedayadaily
TikTok: @thedayadaily

Music provided by YouTube Audio Library

Welcome to The Daya Daily! We are a safe, family friendly channel! This is not a sponsored video and not associated with Disney. Portrayals, products and opinions are our own! We love dressing up, doing makeup and costumes, challenges, skits and more! Thanks for watching The Daya Daily! Hope you enjoy!

#trollsworldtour #trolls2 #poppy #branch",2020-05-30T15:00:21Z,"['Trolls 2 barb turns poppy and branch into rock zombies', 'Trolls 2 Barb Rockstar Makeup', 'trolls 2 barb costume', 'trolls 2 makeup look', 'trolls 2 makeup and costumes', 'trolls 2 dress up', 'trolls 2 poppy and branch', 'Dream works trolls 2', 'trolls 2 rock zombies', 'trolls 2 skit', 'trolls 2 in real life', 'trolls 2 makeup', 'trolls 2 costume', 'trolls 2 pretend play', 'trolls 2 halloween costume', 'kids dress up', 'trolls 2 barb', 'daya daily', 'kids makeup', 'trolls makeup tutorial', 'trolls costumes']",25001,6395,12755348,
46,صوفيا وأبي قصة تعليمية للأطفال عن قواعد السلوك وآداب السلوك,Sofia Play,"Subscribe to my Children's channel: https://bit.ly/2P6D2Im
Instagram: https://www.instagram.com/little_miss_sofia_youtube/",2020-06-02T06:00:23Z,"['تتظاهر', 'ولعب', 'الأطفال', 'صوفيا تلعب', 'ألعاب خارجية', 'رياضات الاطفال', 'صوفيا والأصدقاء', 'صوفيا مضحك', 'عرض صوفيا', 'ترفيه للأطفال', 'فيديوهات تعليمية للأطفال', 'الأفضل للأطفال', 'مقاطع فيديو للأطفال', 'ستايسي وأبي', 'اطفال يلعبون', 'نتظاهر اللعب', 'ألعاب للأطفال', 'ديانا وروما', 'ديانا', 'العاب اطفال', 'العاب بنات', 'قصص اطفال', 'للأطفال', 'التعلم للأطفال', 'المهن للأطفال']",104149,41067,23274828,
47,Alice dress up in new princess dress & dreams of a Prince,Kids smile TV,"Alice Dress Up in new princess dress, she dreams of a Prince. Dad helps Alice find a princess Dress. The princes come to her....
Storytime Good Habits Bedtime Stories for Kids

Watch my Funny Compilation of best series!

And subscribe to my channel Kids smile TV: https://goo.gl/BgCv5S
My instagram - https://www.instagram.com/alice_kidssmiletv/

 Other video with princesses in real life : https://www.youtube.com/playlist?list=PLhj7XHxp93YLmI0O2_oh2bcYQsoWMVfuG 

Other video with princess:
https://www.youtube.com/playlist?list=PLhj7XHxp93YIzYSCQHW76b8epNfCYVKwd

Production Music courtesy of Epidemic Sound! 

#kidssmileTV #Alice #AlicePrincesa #PrincessDress #PretendPlay #dressup #Alicesmile #forkids #forPrincess #Princess #newprincessdress #prince",2020-07-06T12:27:53Z,"['Alice', 'dress up', 'princess', 'new princess dress', 'pretend play', 'prince', 'princess room', 'bedtime stories', 'video for girls', 'video for kids', 'kids smile tv', 'alice smile', 'alice princess', 'became a princess', 'princess and prince', 'for girls', 'princess dress', 'princesses', 'princess dress up', 'kids toys', 'alice princesa', 'alice and dad']",23902,8913,11446185,
48,Alice as a Rapunzel plays in her Princess Room | Bedtime Stories,Kids smile TV,"Alice dressed up as Princess Rapunzel  and plays in her Princess Room. But her hair went bad ...
 Storytime Good Habits Bedtime Stories for Kids

Watch my Funny Compilation of best series!

And subscribe to my channel Kids smile TV: https://goo.gl/BgCv5S
My instagram - https://www.instagram.com/alice_kidssmiletv/

 Other video with princesses in real life : https://www.youtube.com/playlist?list=PLhj7XHxp93YLmI0O2_oh2bcYQsoWMVfuG 

Other video with princess:
https://www.youtube.com/playlist?list=PLhj7XHxp93YIzYSCQHW76b8epNfCYVKwd

Production Music courtesy of Epidemic Sound!",2020-04-28T12:09:29Z,"['hairdresser', 'toys', 'rapunzel', 'make up toys', 'princess room', 'hairstyle', 'girl toys', 'for girls', 'princess rapunzel', 'makeup toys', 'pretend play', 'toys for girls', 'kids video', 'princess', 'play', 'dress up', 'Alice', 'kids smile tv', 'kids toys', 'princess dress', 'evil princess']",23912,9552,14395711,
49,Emma Jannie & Wendy Pretend Play Halloween Trick Or Treat Costume Dress Up for Candy Haul,Toys and Colors,"Emma, Jannie, Wendy, and Lyndon pretend play Halloween trick or treating for huge candy haul! Emma wakes up everybody to get costumes to go trick or treating. They try out a bunch of different costumes to find out which one is the best. Jannie is Aurora, Emma is Elsa, Wendy is a witch, and Lyndon is a giant pumpkin. First they go to Uncle Tim’s house, but it was super spooky and scary! Uncle Tim was dressed up as a clown and gave them some candy! After that they went over to Auntie’s house. Auntie dressed up as Maleficent and decorated her house with webs and bats. Lastly they went to Uncle K’s house, but he didn’t decorate his house or candy because the stores sold out! However, they head over to Uncle John’s store and he still had a bunch of Halloween stuff. They buy decorations to help Uncle K’s house look cool and spooky.",2018-10-25T11:58:28Z,"['emma', 'jannie', 'wendy', 'lyndon', 'halloween', 'trick or treat', 'candy', 'trick or treating', 'costume', 'kids costumes', 'halloween costumes', 'toys and colors', 'toys play', 'kids play', 'dress up', 'costume dress up', 'disney princess', 'elsa', 'frozen', 'frozen elsa', 'aurora', 'witch', 'pumpkin', 'cute kids costumes', 'candy haul', 'halloween kids', 'halooween candy', 'halloween trick or treat', 'halloween characters', 'kids halloween trick or treat']",686280,333712,257870579,
50,DORAEMON Drawing and Coloring Page for Kids | Learn How to Draw Doraemon the Cat,Draw Magic! Cute Drawings and Drawing Tutorials,"DORAEMON Drawing and Coloring Page for Kids | Learn How to Draw Doraemon the Cat in this easy step by step drawing tutorial for kids!

Be the first to watch our new videos! SUBSCRIBE NOW: https://goo.gl/xrSYvA

At Draw Magic TV we publish new how-to-draw educational videos on a regular basis. 

Our drawing and coloring videos are fun to watch and a great resource to help your kids be creative!",2019-01-13T17:00:01Z,"['doraemon how to draw', 'doraemon how to draw for kids', 'doraemon drawings for kids', 'doraemon coloring page', 'doraemon coloring book', 'doraemon drawings for children', 'doraemon drawing song', 'doraemon drawing easy', 'doraemon draw and color', 'how to draw doraemon', 'how to draw doraemon easy', 'doraemon drawing tutorial', 'doraemon coloring book page', 'doraemon drawing video for kids']",70,15,3078102,0
51,Princess Magic Song | Jannie & Andrew Pretend Play Nursery Rhymes Sing-Along Kids Songs,Toys and Colors,"Sing-along to the Princess Magic song with Jannie and Andrew! They pretend to play as a prince and princesses trying to go to a dancing ball. Andrew doesn’t have any princesses to go with. What is he going to do? This fun nursery rhymes song for kids will get them up and dancing around. 



Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1


Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2020-07-19T12:00:02Z,"['princess', 'princess song', 'pretend play', 'toys and colors', 'toys and colors song', 'nursery rhymes', 'nursery rhyme songs', 'baby songs', 'songs for kids', 'toddler', 'toddler songs', 'girl songs', 'kids video', 'family friendly', 'fun', 'funny', 'jannie', 'jannie pretend play']",113571,56730,52560761,
52,The Dentist Song | Jannie Pretend Play Nursery Rhymes Sing-Along Kids Songs,Toys and Colors,"Sing-along to the Dentist song with Jannie! It’s a fun pretend play nursery rhymes sing-along song for kids! 

Lyrics:
Come on, come on, Let’s go.
To see the dentist.
You will feel better.
He is going to help.
The dentist is your friend.
He is not scary.
Boys and girls 
Come on. Let’s see the dentist.
Girls and boys.
Come on. Let’s see the dentist.
Boys and girls 
Come on. Let’s see the dentist now.
Come on, come on. Let’s go.
To see the dentist.
I want to have nice teeth, white and shining.
Your teeth are going to grow, nice and shining.
The dentist is your friend.
He is not scary.
Boys and girls 
Come on. Let’s see the dentist.
Girls and boys.
Come on. Let’s see the dentist.
Boys and girls 
Come on. Let’s see the dentist now.
Come on, come on, Let’s go.
To see the dentist.
You will feel better.
He is going to help.
The dentist is your friend.
He is not scary.
Boys and girls 
Come on. Let’s see the dentist.
Girls and boys.
Come on. Let’s see the dentist.
Boys and girls 
Come on. Let’s see the dentist now.

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2020-11-07T13:00:01Z,"['dentist song', 'going to the dentist song', 'kids song', 'toddler', 'nursery rhymes', 'toys and colors', 'preschool', 'kindergarten', 'kids videos', 'kids education', 'video for kids', 'family fun', 'family friendly', 'baby songs', 'children songs', 'kids songs', 'dentist']",113215,67486,50175043,
53,Jannie Pretend Play Hand Painting with Colorful Colors | Fun Finger Paints Art for Kids,Toys and Colors,"Jannie pretend play painting with her colorful color painting toys! She has fun finger painting with Andrew with her fun toys. 

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2020-09-01T12:00:22Z,"['colors', 'color', 'painting toys', 'paint', 'kids paint', 'kids colors', 'jannie', 'toys and colors', 'pretend play', 'hand painting', 'finger painting', 'paints', 'colored', 'kids art', 'kids entertainment', 'color fingers', 'playing', 'children', 'for kids', 'funny kids']",82126,41358,37323344,
54,ALIEN MOM is BACK! Something STRANGE is HAPPENING! ATTACK of the VILLAINS!,Fun And Crazy Kids,"HEY GUYS!! PLS SUB: THANK YOU! https://www.youtube.com/channel/UCpLawaJBP7xQV3pzDDWzJYw?sub_confirmation=1*

ALIEN MOM is BACK! Something STRANGE is HAPPENING! ATTACK of the VILLAINS! 

We have Fun and crazy Kids Merch! https://teespring.com/stores/fun-and-crazy-kids-store

The alien mom is back and wants Aubrey to find her! We keep hearing strange noises and seeing things but we can't find her. Mom decides to look in the woods because she saw something while driving and she found the alien in the woods!! We took her back home and decide to let Aubreys dad help us get rid of the alien for good@ 

You can mail me here: 
Fun and Crazy Kids  
PO Box 1959
Sand Springs, OK 74063

Follow Me On Instagram: funandcrazykids
Follow Me on TikTok: Funandcrazykids
https://www.facebook.com/FunAndCrazyKids/

For Business Inquiries: funandcrazykids@gmail.com

#alien #somethingstrangeishappening #attackofthevillains",2020-10-24T16:33:41Z,"['fun and crazy kids', 'aubrey', 'alien', 'alien mom', 'alien is back', 'alien mom is back', 'something strange is happening', 'aliens', 'aliens are back', 'come play with us', 'something strange is going on', 'fun and crazy kids aubrey', 'controlled by aliens', 'aliens in the woods', 'alien skit', 'aubrie', 'alien doll maker', 'alien mother', 'its happening again', 'alien body swap', 'aliens in control', 'alien doll', 'creepy alien', 'alien baby', 'aubrey alien', 'stalked by an alien', 'villains', 'attack of the villains']",21023,1710,4046417,
55,Deema and Sally with mysterious adventures on Halloween stories,sisters fun tube 2,"Deema and Sally play Halloween stories for kids
please subscribe to sisters fun tube https://www.youtube.com/channel/UCXODETLtsLWy6JCQyAS8DpA",2020-10-26T14:00:00Z,"['Deema and Sally', 'halloween', 'magic for kids', 'toys for kids', 'petend play', 'halloween for kids', 'sisters fun tube']",12109,6047,6641799,
56,Deema and Sally with Monster in the Swimming pool stories,sisters fun tube 2,Deema and Sally with Monster in the Swimming pool stories,2020-05-27T15:00:13Z,"['Deema and Sally', 'deema', 'play', 'playing', 'pretend play', 'for kids', 'kids video for kids', 'kids video', 'kids', 'toy', 'toys', 'story', 'stories', 'funny', 'funny videos', 'kids fun', 'sisters fun tube 2', 'Monster', 'Swimming pool']",21697,9871,8871520,
57,Wendy Pretend Play with Giant Rainbow Inflatable Kids Swimming Pool,Toys and Colors,"Wendy and her friends play with the giant inflatable kids swimming pool. They have fun splashing around, playing with the ball pit balls, and more!

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2019-10-22T12:00:08Z,"['inflatable toys', 'toys', 'slide', 'inflatable slide', 'toys and colors', 'wendy', 'fun', 'play', 'pretend play', 'kids video', 'for kids', 'swimming pool', 'pool toys', 'ball pit balls', 'kids playing']",149816,69201,65917709,
58,Jannie & Emma Pretend Play with Giant Inflatable Duck Swimming Pool Bouncer,Toys and Colors,"Jannie and Emma plays in the swimming pool with a giant inflatable duck bouncer! 

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2019-10-12T12:00:14Z,"['inflatable toys', 'toys', 'kids pretend play', 'toys and colors', 'pool toys', 'inflatable bouncer', 'fun', 'play', 'kids video', 'kids toys']",83541,35392,35407712,
59,Wendy Pretend Play Make DIY Satisfying Nickelodeon Slime,Toys and Colors,"Wendy and her family pretend play making satisfying slime with the Nickelodeon toy set! 

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2019-10-10T12:00:00Z,"['toys', 'pretend play', 'toys and colors', 'wendy', 'kids pretend play', 'slime', 'diy slime', 'make slime', 'slime challenge', 'nickelodeon slime', 'glitter slime', 'satisfying slime', 'slime video', 'slime toys', 'slime maker']",108434,44831,43668414,
60,Art Class Experiment in School | Educational Video for Kids,The Ellie Sparkles Show - WildBrain,"It's Art Class and Ellie is ready to try an arts and crafts science experiment with her classmate. They learn to count and coloring with crayons in school with teacher Benson in this educational video for kids.

#experiment #art #easyscienceexperiments #educationalvideos #EllieLearns #EllieSparkles #ellie",2019-09-19T19:27:27Z,"['art class', 'educational video for kids', 'ellie', 'elliesparkles', 'ellie sparkles', 'art project', 'school video', 'arts and crafts for kids', 'experiment', 'art experiment']",66560,25847,24129930,306
61,Giant Halloween Maze Challenge with Zombies + Giant Dinosaurs! WILL I EVER ESCAPE?,The Studio Space,"Giant Halloween Maze Challenge with Zombies + Giant Dinosaurs! WILL I EVER ESCAPE??

Sean faces the brave challenge of the Halloween Maze! There's Giant Spiders, Dinosaurs, and Zombies! Do you think he will ever escape the maze?",2018-10-10T12:00:08Z,"['The Studio Space', ""Ryan's mommy"", ""Ryan's Daddy"", 'Ryan ToysReview', ""Ryan's Family Review"", 'Combo Panda', 'Gus the Gummy Gator', 'family vlog', 'office vlog', 'behind the scene', 'studio life', 'studio tour', 'day in the life', 'halloween', 'halloween maze', 'box fort maze', 'halloween games', 'halloween costume', 'scary maze', 'halloween bowling', 'bowling', 'nerf', 'nerf blaster', 'nerf target', 'zombie', 'zombies', 'plants vs zombies', 'plants vs. zombies', 'escape the maze', 'halloween decorations']",19665,5372,10731607,99
62,Petualangan yang lucu dari Vlad dan Nikita!,Vlad and Niki IDN,"Silakan Berlangganan!
Torg online kami https://vladandniki.com/

Aplikasi Google Play:
https://play.google.com/store/apps/details?id=me.apptivise.vladnikita
Aplikasi App Store:
https://apps.apple.com/us/app/vlad-niki/id1497525407

VLAD Instagram - https://www.instagram.com/Vlad.super.Vlad/
NIKITA Instagram - https://www.instagram.com/nikitoys_official/",2020-07-06T02:00:04Z,,283082,124267,70920826,
63,व्लाद और निकी तस्वीरों के साथ खेलते हैं | बच्चों के लिए मजेदार वीडियो,व्लाद और निकिता,"व्लाद और निकी तस्वीरों के साथ खेलते हैं | बच्चों के संकलन के लिए मजेदार वीडियो

कृपया सदस्यता लें!

Vlad & Niki दुकान: https://vladandniki.com/
Google Play पर हमारा आवेदन:
https://play.google.com/store/apps/details?id=me.apptivise.vladnikita
App Store हमारा ऐप इस पर:
https://apps.apple.com/us/app/vlad-niki/id1497525407
VLAD Instagram - https://www.instagram.com/Vlad.super.Vlad/
NIKITA Instagram - https://www.instagram.com/nikitoys_official/",2020-10-08T04:00:06Z,,151011,83784,40239929,
64,Todo es mejor con Doodles - Doodlemundo,DOODLEMUNDO,"¡Doodlemundo es un canal divertido donde los objetos comunes cobran vida. 😃✌️

 ¡La cortina ha decidido asustar al sofá con la ayuda del viento! No es justo pero es... intrigante. ¡Vamos a echar un vistazo!

Todos estos pequeños bocadillos y objetos llevan una vida como la nuestra, e incluso son conscientes de su propia mortalidad. ¡Pero los videos cortos como estos son los que realmente pueden levantar tu ánimo, incluso en el peor de los días malos! Nuestro canal demuestra que, de vez en cuando, puedes descubrir un mundo completamente nuevo incluso entre las cosas más comunes: ¡todo lo que necesitas es un poco de imaginación!

Que te diviertas. ¡Disfruta tu estadía aquí!

Suscribirse a DOODLEMUNDO https://bit.ly/2JVwQjs

Música por Epidemic Sound: https://www.epidemicsound.com",2019-07-26T09:00:11Z,"['doodles', 'comida tierna', 'vida real de los Doodles', 'vida secreta de las cosas', 'animación', 'doodlandia', 'frutas que hablan', 'doodles de comida tierna', 'para niños', 'compilación de comida con cara', 'la vida real de la comida', 'diversión para niños']",3021,816,14191039,57
65,قام فلاد ونيكيتا بعمل تحدي الشوكولاته | قصة حلويات ضارة,Vlad and Niki Arabic,"فلاد ونيكيتا مربعات مفتوحة ، والتي يوجد فيها الصالحة للأكل وغير صالح للأكل. من سيحصل على ماذا؟

من فضلك اشترك!

متجر Vlad & Niki: 
https://vladandniki.com/
طلبنا على Google Play:
https://play.google.com/store/apps/details?id=me.apptivise.vladnikita
تطبيقنا على App Store:
https://apps.apple.com/us/app/vlad-niki/id1497525407
VLAD Instagram - https://www.instagram.com/Vlad.super.Vlad/
NIKITA Instagram - https://www.instagram.com/nikitoys_official/",2020-02-13T05:00:13Z,"['chocolate challenge', 'chocolate', 'toys for kids', 'kids video', 'for kids', 'vlad', 'vlad and nikita', 'sweets story', 'تحدي الشوكولاتة', 'فيديو للأطفال', 'ألعاب للأطفال', 'الشوكولاته', 'قصة حلويات', 'فلاد ونيكيتا']",661568,282932,163934582,
66,TÔ MÀU TRANH CÁT ĐÁM CƯỚI CÔNG CHÚA HOÀNG TỬ - Colored sand painting prince & princess (Chim Xinh),Chim Xinh Channel,"Chị Chim Xinh TÔ MÀU TRANH CÁT CÔNG CHÚA HOÀNG TỬ LÀM ĐÁM CƯỚI CỔ TÍCH, bức tranh cát rất dễ thương mà chị tìm mãi mới có thể mua được nè. Tô màu tranh cát rất bổ ích nhé - Colored sand painting prince & princess (Chim Xinh)",2019-09-21T11:11:00Z,"['tô màu', 'chim xinh', 'tranh cát công chúa', 'tô màu công chúa hoàng tử', 'tranh cát cô dâu chú rể', 'coloring princess', 'tranh cát', 'tô màu tranh cát', 'chim xinh tô màu', 'chim xinh tô tranh cát', 'colored sand painting', 'sand painting', 'coloring', 'sand art', 'painting', 'glitter']",,,8884239,898
67,VALENTINE'S DAY Drawings Cute Panda Love Letter Cover | Cute Drawings Arts and Crafts for Kids,Draw Magic! Cute Drawings and Drawing Tutorials,"CUTE PANDA Love Letter Cover for S. Valentine's Day | Cute Drawings, Arts and Crafts for Kids. Need ideas for Valentine's Day? A cute cover for your love letter is a great start! Enjoy this video showing love drawings, Valentine's Day arts and crafts and decorations for kids.

Be the first to watch our new videos! SUBSCRIBE NOW: https://goo.gl/xrSYvA

At Draw Magic TV we publish new drawings for kids and coloring pages videos on a regular basis. 

Our drawing and coloring videos are fun to watch and a great resource to help your kids be creative!",2019-01-31T16:00:07Z,"[""valentine's day drawings"", ""saint valentine's day drawings"", ""valentine's day art"", ""valentine's day"", ""valentine's day decorations"", ""valentine's day ideas"", ""valentine's day arts and crafts"", ""valentine's day cool ideas"", 'love letter decorations', ""valentine's day for kids"", ""valentine's day drawings for kids"", 'cool decoration ideas', ""s. valentine's decorations"", 'love drawings for kids', 'love drawings for children', 'cute panda drawings', 'panda drawings for kids']",74,10,1811042,0
68,Deema Play Magical Mirror changing Faces for Kids,sisters fun tube 2,Deema and Sally find a magical evil mirror that changes their faces to ugly makeup. see what happens at the end of the story.,2020-04-23T15:02:58Z,"['magical mirrors', 'funny faces', 'face masks', 'magic', 'deema', 'play', 'magic mirrior', 'funny', 'mirror', 'magical', 'magical mirror']",7532,3261,4519993,
69,Alena and Pasha pretend play police,Chiko TV,"Alena plays as Cop Police and Pasha go to Jail Playhouse. Alena is a policeman today and keeps order. She makes sure that her friends behave correctly and sends violators to a toy prison playhouse. If somebody needs help - Alena as Policeman and Police dog Ray come to help! Funny children stories with Alena and Pasha.

Hello Guys. Welcome to Chiko TV channel !! 
Join us today, Alena and Pasha are waiting for you !
Thanks for watching ! Please like and subscribe !",2019-08-26T07:06:21Z,"['fun toys', 'fun toy', 'ryan pretend play', 'pretend play police', 'pretend play with police', 'police station', 'jail playhouse', 'lock in jail', 'new jail playhouse', 'Alena and Pasha', 'for children']",7958,3179,10397844,4
70,Emma & Jannie Pretend Play as Many Professions and Help People,Toys and Colors,"Emma, Jannie, and Liam pretend play as different professions such as a fireman, police officer, and doctor! They figure out that every job is important and that each person has a valuable skill. What do you want to be when you grow up?

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2019-11-17T13:00:02Z,"['kid professions', 'professions', 'career', 'children', 'playing', 'pretend play', 'toys and colors', 'police', 'fireman', 'doctor', 'kids profession', 'kids video', 'profession', 'kids story', 'kids playing', 'toys for kids']",116587,53804,51403860,
71,Jannie and Emma Learn Good Habit by Pretend Play Police | Police Kids Helps People,Toys and Colors,"Jannie and Emma learn good habits and manners by pretend playing as police officers. 

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2020-02-13T13:00:18Z,"['kid police', 'jannie', 'emma', 'pretend play', 'kids pretend play', 'pretend play police', 'police', 'police dress up', 'good habits', 'learn good habits', 'toys for kids', 'kids toys', 'toys and colors', 'kids video', 'childrens story']",108414,49153,42981127,
72,Санта разносит подарки на Рождество,TimKo Kid Family,"Санта Клаус не успел разнести все подарки в новогоднюю ночь и неожиданно получил подарок в ответ

✔️ Тимко INSTAGRAM https://www.instagram.com/timko_kid

#санта #подаркинарождество #подарки",2019-07-13T13:45:00Z,"['подарки', 'подарок', 'рождество', 'санта', 'Санта разносит подарки', 'gifts', 'christmas', 'toys', 'santa', 'santa claus', 'тимко кид', 'тимко', 'подарки на новый год', 'christmas presents', 'timmy', 'тимми']",155192,78581,74645931,100
73,Maria Clara costura MÁSCARA ANTIVÍRUS uma história para crianças - MC Divertida,MC Divertida,"Maria Clara costura MÁSCARA ANTIVÍRUS uma história para crianças - MC Divertida
Maria Clara e papai querem ir brincar no parquinho, mas não podem sair de casa sem a máscara antivírus, então eles tentam várias formas de fazer suas máscaras. Será que eles conseguiram? Essa é uma história engraçada para crianças.

👉 Se inscreve também em nossos outros canais
       ✔ https://youtube.com/c/familiamcdivertida (Historinhas para crianças e famílias)
       ✔ https://youtube.com/c/familiamcdivertidagames (🎮 ROBLOX, PK XD E MUITO MAIS)
       ✔ https://youtube.com/c/ripanachulipa (Humor e Diversão)

👉 Fique por dentro do nosso dia a dia em nossas redes sociais 📸:
      ✳ Instagram: @mcdivertida | @tioclausner | @ripanachulipaofc
      ❤ Facebook: @mcdivertida | @familiamcdivertidagames| @ripanachulipaofc
     ⭐  Tik Tok: @mcdivertidaoficial | @ripanachulipaofc

👉 Observações IMPORTANTES
✔️ Este vídeo tem legenda disponível em Português (Brasil), Inglês e Chinês.
✔️ Canal para a família: Livre para todas as idades, administrado e monitorado pelos responsáveis.

🚫ESTE VÍDEO NÃO CONTÉM PROMOÇÃO PAGA🚫
Todos os itens mostrados foram comprados com recursos próprios.",2020-08-04T22:00:09Z,"['mc divertida', 'maria clara', 'máscara', 'mascara', 'antivirus', 'máscara antivírus', 'mc divertida máscara', 'mc divertida história da máscara', 'носи маску', 'настя', 'история для детей', 'лайк настя', 'Wear Your Mask', 'story for kids', 'kids video', 'pretend play', 'kids', 'for kids', 'kids videos', 'vlad and niki', 'funny story', 'stories for kids', 'maria clara mc divertida', 'story time', 'use mask', 'história da máscara antivírus']",31002,10135,11594810,
74,Wendy Pretend Play What To Do When Kids Get Lost,Toys and Colors,"Wendy pretend play about what to do when kids get lost. Do you know what you should do? Pay attention to this safety video to be prepared!

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy

Enjoy more fun pretend play kids videos:
Ice Cream Drive Thru https://youtu.be/srRnCuwhdfQ
Music Toys & Kids Songs https://youtu.be/uR-fTBs1tUI
Kitchen & Food Truck https://youtu.be/g8eqq8EluqM
ABC Nursery Rhymes Song https://youtu.be/BNTCpF_n6J4
Johny Johny Song https://youtu.be/8KWps11l45g
Halloween Candy Haul https://youtu.be/a27Q0LlNZSk
Giant Swimming Pool Water Slide https://youtu.be/NEZ59NtGpoc
LOCKED UP Jail Playhouse https://youtu.be/kMkEaqC-214
Babysitting Baby Dolls https://youtu.be/IGmgy_zaUiA
Princess Makeup & Dress Up https://youtu.be/QzIUBQvN7to",2019-05-05T12:00:00Z,"['pretend play', 'wendy', 'safety video', 'lost', 'kids get lost', 'kids', 'toy', 'toys', 'safe', 'toys and colors', 'play', 'fun', 'funny', 'children', 'for kids', 'toddler', 'kindergarten']",165824,70622,64611976,
